time,latitude,longitude,depth,phase,x,y,z,bx,by,P
2026-07-25 07:11:00,56.34554290742385,19.30592340834626,106.5,descending,64279.34424164802,24591.26272404677,0.0,0.0,0.0,"[[4784763.808700621, 23997.777067034043, 1231.6991285150154, 2.7389143131828546], [23997.777067034047, 4771031.750219948, 3.001140518682532, 1230.819618993553], [1231.6991285150154, 3.001140518682532, 0.4209333333333331, 0.0], [2.7389143131828546, 1230.819618993553, 0.0, 0.4209333333333331]]"
2026-07-25 07:12:00,56.345505725883655,19.30586234067869,108.0,descending,64275.56591728424,24587.135573085474,0.0,0.0,0.0,"[[4936096.224006513, 23381.331876318443, 1257.1799358755766, 2.7099472631275345], [23381.331876318447, 4919243.980418655, 2.7862793294942745, 1255.9184859038705], [1257.1799358755766, 2.7862793294942745, 0.42509999999999976, 0.0], [2.7099472631275345, 1255.9184859038705, 0.0, 0.42509999999999976]]"
2026-07-25 07:13:00,56.34546784610415,19.305799597556366,109.5,descending,64271.68393067555,24582.930917560403,0.0,0.0,0.0,"[[5090603.153520744, 22486.48900191904, 1282.921266359857, 2.6388454492328965], [22486.489001919042, 5069871.449905922, 2.5500147984324086, 1281.1920577601388], [1282.921266359857, 2.5500147984324086, 0.4292666666666664, 0.0], [2.6388454492328965, 1281.1920577601388, 0.0, 0.4292666666666664]]"
2026-07-25 07:14:00,56.34542927265481,19.305735173992012,111.0,descending,64267.69797325363,24578.649264683816,0.0,0.0,0.0,"[[5248318.556930387, 21292.91743919529, 1308.9232329958375, 2.523701800741323], [21292.91743919529, 5222903.488774356, 2.2914261484432408, 1306.6378842079412], [1308.9232329958375, 2.2914261484432408, 0.43343333333333306, 0.0], [2.523701800741323, 1306.6378842079412, 0.0, 0.43343333333333306]]"
2026-07-25 07:15:00,56.34539001026063,19.305669065213767,112.5,descending,64263.60774977794,24574.2911389293,0.0,0.0,0.0,"[[5409276.430991684, 19779.661764330423, 1335.1859432111532, 2.3625888699997217], [19779.661764330423, 5378328.716025643, 2.0095701848591503, 1332.2535203689552], [1335.1859432111532, 2.0095701848591503, 0.4375999999999997, 0.0], [2.3625888699997217, 1332.2535203689552, 0.0, 0.4375999999999997]]"
2026-07-25 07:16:00,56.345350063801554,19.305601266668447,114.0,descending,64259.41297853811,24569.857081972128,0.0,0.0,0.0,"[[5573510.810603529, 17925.14119185686, 1361.7094987535997, 2.1535598575486037], [17925.141191856856, 5536135.062855603, 1.7034809020768156, 1358.0365281618638], [1361.7094987535997, 1.7034809020768156, 0.44176666666666636, 0.0], [2.1535598575486037, 1358.0365281618638, 0.0, 0.44176666666666636]]"
2026-07-25 07:17:00,56.34530943831197,19.30553177402475,115.5,descending,64255.113391551684,24565.347652628545,0.0,0.0,0.0,"[[5741055.770009462, 15707.148933994504, 1388.493995615744, 1.8946496559392942], [15707.148933994502, 5696309.796536513, 1.3721690797691737, 1383.984477605872], [1388.493995615744, 1.3721690797691737, 0.445933333333333, 0.0], [1.8946496559392942, 1383.984477605872, 0.0, 0.445933333333333]]"
2026-07-25 07:18:00,56.34526813898013,19.305460583176377,117.0,descending,64250.70873475731,24560.763426794103,0.0,0.0,0.0,"[[5911945.424125049, 13102.851848244343, 1415.5395239636462, 1.583875911265013], [13102.851848244343, 5858839.544862331, 1.0146218685405743, 1410.094948105768], [1415.5395239636462, 1.0146218685405743, 0.45009999999999967, 0.0], [1.583875911265013, 1410.094948105768, 0.0, 0.45009999999999967]]"
2026-07-25 07:19:00,56.34526813898013,19.305460583176377,118.5,descending,64250.70873475731,24560.763426794103,0.0,0.0,0.0,"[[6083670.527000687, 13258.761715032679, 1442.5455239636462, 1.583875911265013], [13258.761715032679, 6029911.298635023, 1.0146218685405743, 1437.100948105768], [1442.5455239636462, 1.0146218685405743, 0.4542666666666663, 0.0], [1.583875911265013, 1437.100948105768, 0.0, 0.4542666666666663]]"
2026-07-25 07:20:00,56.34526813898013,19.305460583176377,120.0,descending,64250.70873475731,24560.763426794103,0.0,0.0,0.0,"[[6258651.349876325, 13414.671581821014, 1469.8015239636463, 1.583875911265013], [13414.671581821014, 6204238.772407715, 1.0146218685405743, 1464.3569481057682], [1469.8015239636463, 1.0146218685405743, 0.45843333333333297, 0.0], [1.583875911265013, 1464.3569481057682, 0.0, 0.45843333333333297]]"
2026-07-25 07:21:00,56.34526813898013,19.305460583176377,121.5,descending,64250.70873475731,24560.763426794103,0.0,0.0,0.0,"[[6436917.892751962, 13570.58144860935, 1497.3075239636464, 1.583875911265013], [13570.58144860935, 6381851.966180407, 1.0146218685405743, 1491.8629481057683], [1497.3075239636464, 1.0146218685405743, 0.4625999999999996, 0.0], [1.583875911265013, 1491.8629481057683, 0.0, 0.4625999999999996]]"
